	sequences per sample	iteration	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-3	TC-2	TC-1
alpha_rarefaction_5010_5.txt	5010	5	1698.0	1815.0	1622.0	1446.0	1450.0	1498.0	1551.0	1545.0	1550.0	1396.0	1178.0	1338.0
alpha_rarefaction_5010_6.txt	5010	6	1708.0	1805.0	1649.0	1406.0	1477.0	1497.0	1560.0	1520.0	1549.0	1429.0	1162.0	1322.0
alpha_rarefaction_5010_7.txt	5010	7	1689.0	1809.0	1604.0	1437.0	1486.0	1516.0	1579.0	1534.0	1566.0	1450.0	1212.0	1365.0
alpha_rarefaction_5010_8.txt	5010	8	1648.0	1812.0	1582.0	1436.0	1479.0	1462.0	1567.0	1581.0	1545.0	1428.0	1184.0	1283.0
alpha_rarefaction_5010_9.txt	5010	9	1760.0	1828.0	1604.0	1472.0	1455.0	1484.0	1564.0	1561.0	1574.0	1388.0	1188.0	1313.0
alpha_rarefaction_10010_0.txt	10010	0	2425.0	2622.0	2283.0	2056.0	2113.0	2155.0	2222.0	2236.0	2237.0	1984.0	1691.0	1832.0
alpha_rarefaction_10010_1.txt	10010	1	2426.0	2607.0	2261.0	2023.0	2148.0	2162.0	2256.0	2195.0	2268.0	2034.0	1704.0	1897.0
alpha_rarefaction_10010_2.txt	10010	2	2406.0	2615.0	2257.0	2012.0	2148.0	2155.0	2218.0	2231.0	2251.0	2043.0	1676.0	1881.0
alpha_rarefaction_10010_3.txt	10010	3	2430.0	2586.0	2258.0	2024.0	2159.0	2126.0	2222.0	2204.0	2274.0	2062.0	1697.0	1888.0
alpha_rarefaction_10010_4.txt	10010	4	2394.0	2608.0	2235.0	2051.0	2149.0	2113.0	2227.0	2183.0	2238.0	2038.0	1698.0	1915.0
alpha_rarefaction_10010_5.txt	10010	5	2396.0	2632.0	2236.0	2049.0	2120.0	2138.0	2261.0	2210.0	2254.0	2014.0	1692.0	1892.0
alpha_rarefaction_10010_6.txt	10010	6	2384.0	2635.0	2320.0	2008.0	2099.0	2101.0	2226.0	2197.0	2241.0	2062.0	1703.0	1852.0
alpha_rarefaction_10010_7.txt	10010	7	2393.0	2647.0	2271.0	2042.0	2116.0	2132.0	2245.0	2234.0	2287.0	2053.0	1712.0	1886.0
alpha_rarefaction_10010_8.txt	10010	8	2394.0	2590.0	2258.0	2014.0	2146.0	2169.0	2225.0	2177.0	2262.0	2024.0	1653.0	1888.0
alpha_rarefaction_10010_9.txt	10010	9	2389.0	2604.0	2275.0	2051.0	2132.0	2122.0	2200.0	2265.0	2237.0	2061.0	1744.0	1891.0
alpha_rarefaction_15010_0.txt	15010	0	2928.0	3141.0	2699.0	2476.0	2513.0	2568.0	2740.0	2640.0	2764.0	2420.0	2079.0	2239.0
alpha_rarefaction_15010_1.txt	15010	1	2927.0	3178.0	2686.0	2488.0	2576.0	2596.0	2648.0	2620.0	2695.0	2472.0	2038.0	2246.0
alpha_rarefaction_15010_2.txt	15010	2	2852.0	3135.0	2688.0	2471.0	2561.0	2544.0	2742.0	2692.0	2714.0	2441.0	2044.0	2258.0
alpha_rarefaction_15010_3.txt	15010	3	2916.0	3161.0	2737.0	2486.0	2569.0	2576.0	2671.0	2660.0	2659.0	2497.0	2032.0	2281.0
alpha_rarefaction_15010_4.txt	15010	4	2916.0	3170.0	2729.0	2474.0	2552.0	2586.0	2630.0	2662.0	2774.0	2477.0	2041.0	2304.0
alpha_rarefaction_15010_5.txt	15010	5	2879.0	3105.0	2703.0	2462.0	2575.0	2554.0	2677.0	2682.0	2761.0	2405.0	2074.0	2264.0
alpha_rarefaction_15010_6.txt	15010	6	2883.0	3143.0	2692.0	2488.0	2533.0	2646.0	2699.0	2689.0	2706.0	2461.0	2027.0	2287.0
alpha_rarefaction_15010_7.txt	15010	7	2932.0	3144.0	2723.0	2467.0	2549.0	2585.0	2697.0	2661.0	2661.0	2455.0	2039.0	2311.0
alpha_rarefaction_15010_8.txt	15010	8	2895.0	3177.0	2722.0	2471.0	2557.0	2583.0	2674.0	2709.0	2702.0	2452.0	2025.0	2300.0
alpha_rarefaction_15010_9.txt	15010	9	2904.0	3086.0	2728.0	2459.0	2552.0	2572.0	2741.0	2664.0	2723.0	2460.0	2051.0	2229.0
alpha_rarefaction_20010_0.txt	20010	0	3272.0	3559.0	3034.0	2819.0	2899.0	2921.0	3087.0	2995.0	3102.0	2736.0	2315.0	2583.0
alpha_rarefaction_20010_1.txt	20010	1	3287.0	3561.0	3032.0	2771.0	2922.0	2864.0	3006.0	3023.0	3108.0	2828.0	2292.0	2548.0
alpha_rarefaction_20010_2.txt	20010	2	3250.0	3480.0	3017.0	2826.0	2875.0	2946.0	3054.0	3027.0	3084.0	2750.0	2320.0	2577.0
alpha_rarefaction_20010_3.txt	20010	3	3241.0	3543.0	3026.0	2758.0	2917.0	2880.0	3083.0	3036.0	3053.0	2780.0	2330.0	2605.0
alpha_rarefaction_20010_4.txt	20010	4	3249.0	3509.0	3036.0	2815.0	2910.0	2918.0	3087.0	3034.0	3083.0	2782.0	2320.0	2613.0
alpha_rarefaction_20010_5.txt	20010	5	3260.0	3574.0	3060.0	2772.0	2910.0	2878.0	3022.0	3020.0	3066.0	2756.0	2347.0	2596.0
alpha_rarefaction_20010_6.txt	20010	6	3246.0	3565.0	3000.0	2809.0	2918.0	2941.0	3109.0	3026.0	3076.0	2809.0	2279.0	2613.0
alpha_rarefaction_20010_7.txt	20010	7	3269.0	3565.0	3016.0	2759.0	2860.0	2943.0	3075.0	3007.0	3099.0	2813.0	2315.0	2590.0
alpha_rarefaction_20010_8.txt	20010	8	3231.0	3572.0	3051.0	2818.0	2888.0	2901.0	3024.0	2992.0	3087.0	2813.0	2310.0	2613.0
alpha_rarefaction_20010_9.txt	20010	9	3260.0	3544.0	3064.0	2819.0	2886.0	2897.0	3065.0	3047.0	3083.0	2779.0	2351.0	2570.0
alpha_rarefaction_25010_0.txt	25010	0	3580.0	3907.0	3256.0	3065.0	3188.0	3246.0	3302.0	3293.0	3403.0	3045.0	2546.0	2824.0
alpha_rarefaction_25010_1.txt	25010	1	3602.0	3927.0	3290.0	3106.0	3147.0	3189.0	3321.0	3313.0	3399.0	3019.0	2506.0	2831.0
alpha_rarefaction_25010_2.txt	25010	2	3566.0	3840.0	3314.0	3049.0	3149.0	3185.0	3307.0	3325.0	3339.0	3100.0	2520.0	2857.0
alpha_rarefaction_25010_3.txt	25010	3	3632.0	3923.0	3303.0	3079.0	3147.0	3220.0	3342.0	3301.0	3377.0	3026.0	2539.0	2830.0
alpha_rarefaction_25010_4.txt	25010	4	3596.0	3948.0	3323.0	3085.0	3167.0	3203.0	3356.0	3392.0	3375.0	3055.0	2532.0	2802.0
alpha_rarefaction_25010_5.txt	25010	5	3611.0	3868.0	3288.0	3065.0	3159.0	3186.0	3336.0	3330.0	3359.0	3078.0	2576.0	2822.0
alpha_rarefaction_25010_6.txt	25010	6	3569.0	3929.0	3316.0	3091.0	3153.0	3198.0	3371.0	3323.0	3357.0	3027.0	2522.0	2843.0
alpha_rarefaction_25010_7.txt	25010	7	3543.0	3926.0	3351.0	3049.0	3100.0	3217.0	3361.0	3367.0	3394.0	3060.0	2535.0	2813.0
alpha_rarefaction_25010_8.txt	25010	8	3538.0	3891.0	3299.0	3082.0	3186.0	3203.0	3324.0	3276.0	3417.0	3040.0	2513.0	2824.0
alpha_rarefaction_25010_9.txt	25010	9	3595.0	3849.0	3340.0	3013.0	3166.0	3175.0	3349.0	3308.0	3423.0	3024.0	2523.0	2824.0
alpha_rarefaction_30010_0.txt	30010	0	3845.0	4173.0	3516.0	3297.0	3399.0	3412.0	3580.0	3579.0	3649.0	3330.0	2745.0	3059.0
alpha_rarefaction_30010_1.txt	30010	1	3854.0	4207.0	3497.0	3332.0	3412.0	3404.0	3670.0	3554.0	3648.0	3304.0	2726.0	3073.0
alpha_rarefaction_30010_2.txt	30010	2	3833.0	4197.0	3551.0	3296.0	3391.0	3496.0	3581.0	3549.0	3605.0	3273.0	2741.0	3080.0
alpha_rarefaction_30010_3.txt	30010	3	3829.0	4201.0	3543.0	3320.0	3413.0	3451.0	3655.0	3558.0	3640.0	3303.0	2758.0	3051.0
alpha_rarefaction_30010_4.txt	30010	4	3834.0	4214.0	3495.0	3280.0	3335.0	3442.0	3588.0	3573.0	3665.0	3307.0	2725.0	3074.0
alpha_rarefaction_30010_5.txt	30010	5	3857.0	4136.0	3530.0	3281.0	3371.0	3417.0	3605.0	3596.0	3659.0	3315.0	2748.0	3000.0
alpha_rarefaction_30010_6.txt	30010	6	3803.0	4224.0	3537.0	3281.0	3417.0	3427.0	3600.0	3651.0	3634.0	3269.0	2710.0	3063.0
alpha_rarefaction_30010_7.txt	30010	7	3792.0	4224.0	3535.0	3341.0	3371.0	3423.0	3620.0	3580.0	3617.0	3287.0	2701.0	3070.0
alpha_rarefaction_30010_8.txt	30010	8	3871.0	4189.0	3557.0	3316.0	3403.0	3414.0	3581.0	3578.0	3636.0	3281.0	2747.0	3068.0
alpha_rarefaction_30010_9.txt	30010	9	3826.0	4132.0	3534.0	3290.0	3388.0	3459.0	3592.0	3581.0	3668.0	3330.0	2709.0	3030.0
alpha_rarefaction_35010_0.txt	35010	0	4055.0	4377.0	3710.0	3447.0	3629.0	3682.0	3823.0	3727.0	3894.0	3448.0	2922.0	3227.0
alpha_rarefaction_35010_1.txt	35010	1	4058.0	4409.0	3764.0	3484.0	3631.0	3646.0	3804.0	3820.0	3832.0	3473.0	2910.0	3222.0
alpha_rarefaction_35010_2.txt	35010	2	4029.0	4385.0	3715.0	3497.0	3580.0	3633.0	3821.0	3796.0	3883.0	3517.0	2929.0	3192.0
alpha_rarefaction_35010_3.txt	35010	3	4078.0	4451.0	3715.0	3479.0	3642.0	3629.0	3794.0	3767.0	3875.0	3501.0	2908.0	3236.0
alpha_rarefaction_35010_4.txt	35010	4	4022.0	4400.0	3735.0	3497.0	3591.0	3630.0	3814.0	3809.0	3857.0	3442.0	2911.0	3262.0
alpha_rarefaction_35010_5.txt	35010	5	4098.0	4401.0	3704.0	3452.0	3595.0	3645.0	3762.0	3792.0	3884.0	3527.0	2956.0	3282.0
alpha_rarefaction_35010_6.txt	35010	6	4045.0	4405.0	3734.0	3495.0	3563.0	3665.0	3857.0	3796.0	3885.0	3473.0	2898.0	3208.0
alpha_rarefaction_35010_7.txt	35010	7	4053.0	4405.0	3749.0	3516.0	3617.0	3658.0	3849.0	3785.0	3911.0	3478.0	2920.0	3226.0
alpha_rarefaction_35010_8.txt	35010	8	4059.0	4419.0	3731.0	3503.0	3646.0	3639.0	3840.0	3823.0	3818.0	3455.0	2917.0	3232.0
alpha_rarefaction_35010_9.txt	35010	9	4076.0	4392.0	3743.0	3518.0	3633.0	3672.0	3814.0	3782.0	3947.0	3502.0	2964.0	3203.0
alpha_rarefaction_40010_0.txt	40010	0	4285.0	4571.0	3883.0	3699.0	3788.0	3864.0	3986.0	4002.0	4082.0	3705.0	3084.0	3385.0
alpha_rarefaction_40010_1.txt	40010	1	4268.0	4664.0	3887.0	3653.0	3752.0	3867.0	4033.0	3988.0	4051.0	3682.0	3061.0	3437.0
alpha_rarefaction_40010_2.txt	40010	2	4267.0	4607.0	3925.0	3655.0	3795.0	3825.0	4044.0	3970.0	4080.0	3642.0	3071.0	3403.0
alpha_rarefaction_40010_3.txt	40010	3	4245.0	4634.0	3876.0	3674.0	3751.0	3886.0	4035.0	3961.0	4023.0	3655.0	3056.0	3375.0
alpha_rarefaction_40010_4.txt	40010	4	4300.0	4610.0	3889.0	3665.0	3770.0	3817.0	4035.0	3964.0	4048.0	3654.0	3057.0	3398.0
alpha_rarefaction_40010_5.txt	40010	5	4265.0	4609.0	3945.0	3705.0	3768.0	3877.0	3996.0	3964.0	4083.0	3646.0	3091.0	3423.0
alpha_rarefaction_40010_6.txt	40010	6	4293.0	4645.0	3892.0	3694.0	3788.0	3849.0	4006.0	3969.0	4076.0	3670.0	3078.0	3412.0
alpha_rarefaction_40010_7.txt	40010	7	4287.0	4609.0	3882.0	3681.0	3786.0	3859.0	4008.0	3997.0	4050.0	3663.0	3050.0	3419.0
alpha_rarefaction_40010_8.txt	40010	8	4310.0	4596.0	3864.0	3675.0	3801.0	3864.0	4001.0	4035.0	4084.0	3653.0	3066.0	3420.0
alpha_rarefaction_40010_9.txt	40010	9	4296.0	4574.0	3860.0	3656.0	3802.0	3802.0	4046.0	3997.0	4027.0	3659.0	3061.0	3434.0
alpha_rarefaction_45010_0.txt	45010	0	4435.0	4794.0	4057.0	3862.0	3930.0	4007.0	4196.0	4188.0	4225.0	3778.0	3201.0	3524.0
alpha_rarefaction_45010_1.txt	45010	1	4470.0	4820.0	4083.0	3862.0	3972.0	3983.0	4184.0	4223.0	4282.0	3809.0	3242.0	3546.0
alpha_rarefaction_45010_2.txt	45010	2	4430.0	4824.0	4007.0	3847.0	3933.0	4038.0	4148.0	4161.0	4247.0	3830.0	3147.0	3566.0
alpha_rarefaction_45010_3.txt	45010	3	4440.0	4728.0	4061.0	3851.0	3945.0	3962.0	4211.0	4153.0	4272.0	3841.0	3191.0	3586.0
alpha_rarefaction_45010_4.txt	45010	4	4455.0	4799.0	4066.0	3791.0	4013.0	4000.0	4184.0	4127.0	4232.0	3794.0	3199.0	3565.0
alpha_rarefaction_45010_5.txt	45010	5	4448.0	4823.0	3987.0	3838.0	3971.0	3982.0	4194.0	4175.0	4220.0	3839.0	3218.0	3538.0
alpha_rarefaction_45010_6.txt	45010	6	4456.0	4824.0	4017.0	3870.0	3968.0	3977.0	4159.0	4144.0	4216.0	3851.0	3171.0	3592.0
alpha_rarefaction_45010_7.txt	45010	7	4441.0	4847.0	4056.0	3816.0	3939.0	4037.0	4197.0	4192.0	4209.0	3816.0	3165.0	3562.0
alpha_rarefaction_45010_8.txt	45010	8	4398.0	4806.0	4053.0	3806.0	3955.0	3991.0	4208.0	4135.0	4223.0	3830.0	3202.0	3490.0
alpha_rarefaction_45010_9.txt	45010	9	4448.0	4825.0	4023.0	3857.0	3971.0	3992.0	4174.0	4121.0	4300.0	3839.0	3147.0	3527.0
alpha_rarefaction_50010_0.txt	50010	0	4578.0	5014.0	4159.0	3971.0	4143.0	4152.0	4321.0	4290.0	4386.0	4005.0	3300.0	3724.0
alpha_rarefaction_50010_1.txt	50010	1	4644.0	5033.0	4131.0	4008.0	4093.0	4089.0	4349.0	4372.0	4440.0	3978.0	3336.0	3709.0
alpha_rarefaction_50010_2.txt	50010	2	4585.0	4960.0	4181.0	3977.0	4112.0	4130.0	4316.0	4289.0	4364.0	3975.0	3317.0	3681.0
alpha_rarefaction_50010_3.txt	50010	3	4590.0	4978.0	4147.0	3962.0	4071.0	4111.0	4348.0	4322.0	4429.0	3933.0	3319.0	3717.0
alpha_rarefaction_50010_4.txt	50010	4	4626.0	4978.0	4166.0	3988.0	4092.0	4149.0	4404.0	4333.0	4390.0	4030.0	3389.0	3742.0
alpha_rarefaction_50010_5.txt	50010	5	4548.0	4964.0	4159.0	3975.0	4067.0	4152.0	4371.0	4328.0	4371.0	3948.0	3314.0	3719.0
alpha_rarefaction_50010_6.txt	50010	6	4573.0	4997.0	4186.0	3975.0	4107.0	4120.0	4305.0	4284.0	4336.0	3927.0	3313.0	3750.0
alpha_rarefaction_50010_7.txt	50010	7	4618.0	5018.0	4157.0	3986.0	4113.0	4180.0	4365.0	4331.0	4386.0	4001.0	3349.0	3686.0
alpha_rarefaction_50010_8.txt	50010	8	4605.0	5014.0	4166.0	4017.0	4122.0	4147.0	4393.0	4339.0	4420.0	3995.0	3280.0	3708.0
alpha_rarefaction_50010_9.txt	50010	9	4604.0	4952.0	4205.0	3972.0	4108.0	4149.0	4322.0	4264.0	4448.0	3995.0	3322.0	3704.0
alpha_rarefaction_55010_0.txt	55010	0	4678.0	5132.0	4292.0	4102.0	4249.0	4255.0	4477.0	4393.0	4586.0	4158.0	3442.0	3797.0
alpha_rarefaction_55010_1.txt	55010	1	4734.0	5148.0	4274.0	4149.0	4234.0	4288.0	4468.0	4459.0	4552.0	4116.0	3428.0	3856.0
alpha_rarefaction_55010_2.txt	55010	2	4756.0	5136.0	4270.0	4086.0	4250.0	4252.0	4453.0	4473.0	4506.0	4085.0	3432.0	3826.0
alpha_rarefaction_55010_3.txt	55010	3	4714.0	5131.0	4252.0	4121.0	4227.0	4279.0	4479.0	4486.0	4538.0	4122.0	3430.0	3813.0
alpha_rarefaction_55010_4.txt	55010	4	4709.0	5124.0	4262.0	4136.0	4182.0	4248.0	4496.0	4441.0	4520.0	4120.0	3433.0	3838.0
alpha_rarefaction_55010_5.txt	55010	5	4744.0	5125.0	4293.0	4123.0	4254.0	4303.0	4490.0	4496.0	4553.0	4088.0	3410.0	3817.0
alpha_rarefaction_55010_6.txt	55010	6	4713.0	5157.0	4304.0	4115.0	4266.0	4267.0	4485.0	4435.0	4537.0	4067.0	3441.0	3845.0
alpha_rarefaction_55010_7.txt	55010	7	4699.0	5120.0	4245.0	4159.0	4223.0	4266.0	4450.0	4469.0	4521.0	4118.0	3438.0	3848.0
alpha_rarefaction_55010_8.txt	55010	8	4736.0	5142.0	4288.0	4099.0	4255.0	4285.0	4519.0	4439.0	4569.0	4075.0	3422.0	3860.0
alpha_rarefaction_55010_9.txt	55010	9	4708.0	5128.0	4272.0	4166.0	4247.0	4294.0	4460.0	4454.0	4556.0	4139.0	3405.0	3846.0
alpha_rarefaction_60010_0.txt	60010	0	4827.0	5300.0	4368.0	4250.0	4403.0	4400.0	4648.0	4655.0	4680.0	4196.0	3546.0	3928.0
alpha_rarefaction_60010_1.txt	60010	1	4892.0	5280.0	4366.0	4256.0	4356.0	4426.0	4638.0	4602.0	4670.0	4214.0	3564.0	3953.0
alpha_rarefaction_60010_2.txt	60010	2	4842.0	5291.0	4347.0	4272.0	4362.0	4435.0	4573.0	4603.0	4649.0	4248.0	3557.0	3966.0
alpha_rarefaction_60010_3.txt	60010	3	4877.0	5256.0	4400.0	4243.0	4379.0	4408.0	4621.0	4584.0	4659.0	4232.0	3522.0	3932.0
alpha_rarefaction_60010_4.txt	60010	4	4854.0	5291.0	4407.0	4239.0	4374.0	4420.0	4616.0	4611.0	4707.0	4239.0	3514.0	3936.0
alpha_rarefaction_60010_5.txt	60010	5	4827.0	5296.0	4381.0	4226.0	4347.0	4406.0	4592.0	4627.0	4703.0	4228.0	3534.0	3953.0
alpha_rarefaction_60010_6.txt	60010	6	4850.0	5199.0	4361.0	4254.0	4371.0	4420.0	4602.0	4612.0	4668.0	4218.0	3549.0	3957.0
alpha_rarefaction_60010_7.txt	60010	7	4873.0	5293.0	4412.0	4198.0	4339.0	4437.0	4612.0	4551.0	4691.0	4192.0	3554.0	3926.0
alpha_rarefaction_60010_8.txt	60010	8	4877.0	5266.0	4395.0	4261.0	4401.0	4426.0	4640.0	4605.0	4673.0	4228.0	3576.0	3947.0
alpha_rarefaction_60010_9.txt	60010	9	4876.0	5277.0	4375.0	4209.0	4397.0	4428.0	4617.0	4611.0	4671.0	4255.0	3554.0	3960.0
alpha_rarefaction_65010_0.txt	65010	0	4995.0	5441.0	4532.0	4331.0	4467.0	4519.0	4727.0	4733.0	4807.0	4366.0	3631.0	4073.0
alpha_rarefaction_65010_1.txt	65010	1	4971.0	5435.0	4453.0	4360.0	4475.0	4519.0	4734.0	4699.0	4843.0	4353.0	3625.0	4059.0
alpha_rarefaction_65010_2.txt	65010	2	4984.0	5407.0	4504.0	4367.0	4505.0	4498.0	4723.0	4699.0	4836.0	4338.0	3621.0	4033.0
alpha_rarefaction_65010_3.txt	65010	3	4983.0	5413.0	4485.0	4353.0	4485.0	4550.0	4715.0	4722.0	4813.0	4360.0	3616.0	4075.0
alpha_rarefaction_65010_4.txt	65010	4	4964.0	5402.0	4525.0	4348.0	4470.0	4536.0	4753.0	4726.0	4817.0	4314.0	3610.0	4043.0
alpha_rarefaction_65010_5.txt	65010	5	4955.0	5402.0	4463.0	4332.0	4478.0	4545.0	4758.0	4713.0	4854.0	4309.0	3620.0	4077.0
alpha_rarefaction_65010_6.txt	65010	6	4985.0	5394.0	4487.0	4405.0	4493.0	4549.0	4726.0	4719.0	4799.0	4342.0	3625.0	4073.0
alpha_rarefaction_65010_7.txt	65010	7	4975.0	5402.0	4487.0	4368.0	4500.0	4503.0	4708.0	4718.0	4799.0	4305.0	3645.0	4075.0
alpha_rarefaction_65010_8.txt	65010	8	4974.0	5377.0	4501.0	4353.0	4507.0	4535.0	4741.0	4696.0	4804.0	4343.0	3621.0	4081.0
alpha_rarefaction_65010_9.txt	65010	9	4992.0	5447.0	4509.0	4383.0	4509.0	4510.0	4773.0	4691.0	4791.0	4328.0	3658.0	4053.0
alpha_rarefaction_70010_0.txt	70010	0	5098.0	5511.0	4603.0	4458.0	4621.0	4652.0	4868.0	4879.0	4912.0	4465.0	3689.0	4166.0
alpha_rarefaction_70010_1.txt	70010	1	5079.0	5543.0	4587.0	4465.0	4599.0	4644.0	4856.0	4859.0	4922.0	4475.0	3717.0	4157.0
alpha_rarefaction_70010_2.txt	70010	2	5088.0	5511.0	4603.0	4481.0	4578.0	4646.0	4855.0	4817.0	4935.0	4416.0	3768.0	4165.0
alpha_rarefaction_70010_3.txt	70010	3	5106.0	5489.0	4590.0	4480.0	4597.0	4633.0	4859.0	4838.0	4897.0	4471.0	3714.0	4146.0
alpha_rarefaction_70010_4.txt	70010	4	5105.0	5521.0	4536.0	4450.0	4606.0	4647.0	4842.0	4836.0	4930.0	4404.0	3734.0	4161.0
alpha_rarefaction_70010_5.txt	70010	5	5104.0	5511.0	4585.0	4469.0	4604.0	4651.0	4869.0	4804.0	4909.0	4476.0	3710.0	4157.0
alpha_rarefaction_70010_6.txt	70010	6	5098.0	5549.0	4596.0	4434.0	4556.0	4639.0	4849.0	4842.0	4935.0	4437.0	3751.0	4163.0
alpha_rarefaction_70010_7.txt	70010	7	5068.0	5528.0	4605.0	4485.0	4553.0	4643.0	4838.0	4843.0	4897.0	4435.0	3742.0	4204.0
alpha_rarefaction_70010_8.txt	70010	8	5085.0	5519.0	4577.0	4460.0	4624.0	4649.0	4840.0	4831.0	4926.0	4422.0	3743.0	4160.0
alpha_rarefaction_70010_9.txt	70010	9	5134.0	5488.0	4573.0	4459.0	4564.0	4613.0	4831.0	4799.0	4896.0	4442.0	3751.0	4167.0
alpha_rarefaction_75010_0.txt	75010	0	5197.0	5669.0	4662.0	4568.0	4712.0	4757.0	4941.0	4959.0	5029.0	4540.0	3808.0	4265.0
alpha_rarefaction_75010_1.txt	75010	1	5197.0	5649.0	4641.0	4572.0	4716.0	4730.0	4935.0	4956.0	5015.0	4560.0	3798.0	4239.0
alpha_rarefaction_75010_2.txt	75010	2	5177.0	5621.0	4662.0	4582.0	4670.0	4730.0	4958.0	4916.0	5051.0	4550.0	3803.0	4234.0
alpha_rarefaction_75010_3.txt	75010	3	5224.0	5631.0	4663.0	4568.0	4658.0	4743.0	4944.0	4953.0	5050.0	4566.0	3810.0	4267.0
alpha_rarefaction_75010_4.txt	75010	4	5198.0	5643.0	4664.0	4554.0	4719.0	4750.0	4963.0	4925.0	5014.0	4516.0	3821.0	4264.0
alpha_rarefaction_75010_5.txt	75010	5	5215.0	5649.0	4655.0	4575.0	4682.0	4757.0	4955.0	4910.0	5041.0	4535.0	3800.0	4239.0
alpha_rarefaction_75010_6.txt	75010	6	5187.0	5635.0	4648.0	4541.0	4679.0	4752.0	4989.0	4966.0	5038.0	4542.0	3808.0	4255.0
alpha_rarefaction_75010_7.txt	75010	7	5203.0	5613.0	4672.0	4556.0	4706.0	4746.0	4998.0	4921.0	5065.0	4533.0	3824.0	4246.0
alpha_rarefaction_75010_8.txt	75010	8	5195.0	5654.0	4661.0	4540.0	4690.0	4732.0	4980.0	4942.0	5005.0	4515.0	3798.0	4242.0
alpha_rarefaction_75010_9.txt	75010	9	5188.0	5657.0	4654.0	4569.0	4698.0	4742.0	4989.0	4910.0	5049.0	4521.0	3831.0	4252.0
alpha_rarefaction_80010_0.txt	80010	0	5291.0	5738.0	4732.0	4663.0	4796.0	4814.0	5071.0	5036.0	5170.0	4617.0	3881.0	4338.0
alpha_rarefaction_80010_1.txt	80010	1	5286.0	5769.0	4742.0	4631.0	4787.0	4810.0	5066.0	5015.0	5166.0	4657.0	3873.0	4333.0
alpha_rarefaction_80010_2.txt	80010	2	5293.0	5720.0	4745.0	4665.0	4790.0	4842.0	5058.0	5051.0	5148.0	4633.0	3857.0	4357.0
alpha_rarefaction_80010_3.txt	80010	3	5280.0	5732.0	4745.0	4666.0	4772.0	4817.0	5059.0	5036.0	5111.0	4639.0	3885.0	4357.0
alpha_rarefaction_80010_4.txt	80010	4	5276.0	5750.0	4737.0	4661.0	4791.0	4843.0	5065.0	5051.0	5119.0	4617.0	3899.0	4353.0
alpha_rarefaction_80010_5.txt	80010	5	5301.0	5765.0	4736.0	4652.0	4743.0	4840.0	5058.0	5026.0	5131.0	4661.0	3878.0	4351.0
alpha_rarefaction_80010_6.txt	80010	6	5326.0	5736.0	4748.0	4681.0	4832.0	4828.0	5067.0	5028.0	5136.0	4614.0	3896.0	4347.0
alpha_rarefaction_80010_7.txt	80010	7	5318.0	5724.0	4741.0	4653.0	4780.0	4813.0	5061.0	5071.0	5147.0	4604.0	3903.0	4356.0
